credit_score,income,dti,loan_amount,interest_rate,default_probability_true,default,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Retail,industry_Technology,predicted_pd,lgd,expected_loss
709.802849180674,98154.43868829103,0.4679226523903202,34340.33291399965,0.059744651750768554,0.27776310659112546,0,False,False,True,False,False,0.10514775109228215,0.45,1624.8639499503026
671.704141929729,122735.41601175326,0.4109560419495322,18385.7714040576,0.07566443987853447,0.3145785106098455,0,False,False,False,False,False,0.22716825243897334,0.45,1879.4986018209963
718.8613122860415,40035.81065452147,0.30715564439042087,15181.613398932313,0.056227402370001164,0.1480187366111079,0,False,True,False,False,False,0.17349559524736674,0.45,1185.2743740584222
771.3817913844815,89074.23091726427,0.22236758667533113,24959.506511068575,0.0707611541108288,0.08738261091165414,0,False,True,False,False,False,0.0393479142394979,0.45,441.947034745972
665.9507975165999,58733.93577195432,0.38378679763363077,22957.784529700857,0.023191559991386435,0.2888679536570516,1,False,False,False,False,False,0.3693725740715501,0.45,3815.989185022028
665.9517825830492,62821.86540588259,0.34721824625060993,19561.263408072697,0.08639881122118816,0.29179891737412095,0,False,False,True,False,False,0.28437325778671346,0.45,2503.2150907999476
774.7527689304435,60190.15189402827,0.40742318640332786,33356.64936948058,0.08003616426086672,0.1352524319462525,0,False,False,False,False,True,0.05579486967407086,0.45,837.5084569502311
726.0460837491745,53400.230758004596,0.37622061620183633,36463.66250284613,0.055487341067954284,0.21605418889228323,0,False,False,False,False,False,0.16143161380651222,0.45,2648.8745474087054
651.8315368439029,76213.04069862068,0.4259463258383202,26060.882635502167,0.09977737005297216,0.4028729586113697,1,False,False,False,False,False,0.3801943237608866,0.45,4458.6898425974605
712.5536026151578,54226.24708972406,0.23577177461273183,42730.36097266314,0.10812710412879675,0.2167984979972427,0,False,False,False,False,False,0.15685476933092068,0.45,3016.107411207324
652.1949384312522,81761.42064449597,0.4580872878761191,11299.73063039794,0.03177320406893078,0.3061003750700411,0,False,True,False,False,False,0.3188982534964301,0.45,1621.5589633563081
652.0562147857846,73744.04726377157,0.32371195256308793,22676.08648864338,0.05711825664301357,0.31795915138067643,0,False,False,False,True,False,0.3412796364276411,0.45,3482.4989486006807
694.517736293962,69026.29882833976,0.5490313047150318,16398.132152766342,0.056925729506381056,0.28133673941877396,0,False,False,False,False,True,0.2259421350005301,0.45,1667.26304487759
565.2031853205322,52310.90844896005,0.21729746182925186,3000.0,0.051802906966734064,0.38381667909327283,0,False,False,True,False,False,0.7136659913255801,0.45,963.4490882895332
576.504930049218,60580.716735791684,0.5083156563798299,24007.83176988761,0.10488424525795245,0.6249168565089068,0,False,False,True,False,False,0.6507939170748807,0.45,7030.867895099966
646.2627482455416,93884.7806456439,0.3237492940155177,23539.029899400597,0.0741852158368159,0.3440475784543841,0,False,False,False,True,False,0.30962598736565583,0.45,3279.732918404222
619.2301327799346,87522.92969060953,0.2218298395662662,43161.39691890557,0.07206455476068167,0.3799126268953735,0,False,False,False,False,False,0.3503954891111304,0.45,6805.601452853799
698.8548399557164,50561.11888003622,0.2419336999134814,32569.74021465733,0.02,0.15472446678259782,0,False,False,False,False,True,0.15360570025409004,0.45,2251.3039887448062
625.5185554687273,77483.30763573064,0.2615583230166816,12709.75810804954,0.0990625409062768,0.3258524036433835,0,False,False,True,False,False,0.39587858869350245,0.45,2264.184496102703
595.2617779198825,93784.67808429472,0.35089991356822997,47249.11079601026,0.04282224815439583,0.46147398024642583,0,True,False,False,False,False,0.4123924128454432,0.45,8768.328662685757
767.9389261352933,33264.86797196571,0.36274025856425995,39652.40434630423,0.08179797890798986,0.15701330410303768,0,False,False,True,False,False,0.07429891859743609,0.45,1325.7588432234058
666.4534219708079,88584.00480949838,0.2311559995273705,31985.17244162339,0.08832130813874577,0.26858205421812614,1,False,False,False,False,False,0.23629962083645742,0.45,3401.137854154941
684.0516922812755,58434.406026353834,0.29707744892868204,22282.19081380202,0.12081975787515953,0.23280458819097272,0,True,False,False,False,False,0.274532944489454,0.45,2752.737954205019
594.5151088271926,89264.96671482899,0.5570724430334236,13486.729159318245,0.04073538802642664,0.5633092467544405,0,False,False,False,True,False,0.6170147021099316,0.45,3744.679578603334
647.3370365284891,55918.52108643708,0.5073051804120854,20533.518687147363,0.02,0.3452980295196753,1,False,False,False,False,True,0.3858861975463356,0.45,3565.6206517934643
686.655355382592,29877.947483387023,0.35235884036088383,38064.98343645023,0.08551548634261084,0.31035500199844607,0,False,False,False,True,False,0.2837555514077387,0.45,4860.517663951369
610.9403853546619,34311.439052920934,0.304560417380184,47615.0356712153,0.13401533544532562,0.5200376508678368,0,False,False,False,True,False,0.5066257477030794,0.45,10855.351371977213
702.5418811007403,76202.12366653455,0.31440375920619135,43518.92233926627,0.11716839058818312,0.23999352341950284,0,False,False,False,False,True,0.10664926148875582,0.45,2088.5674177211695
643.9616786048717,81493.06254303704,0.37362215672765,19133.80693856471,0.08628978245823878,0.31965581679205285,0,False,False,False,False,True,0.3104798413997067,0.45,2673.2976046461804
662.4983750124034,52392.084372389785,0.17726489217619132,11564.590800531865,0.06525091443103859,0.194595299729094,1,False,False,True,False,False,0.3083932600223259,0.45,1604.8988360100998
643.8976032662362,90964.81146943435,0.2691148155091986,26690.634962934448,0.10421367789911931,0.32373896716828,1,False,False,True,False,False,0.2517267649087295,0.45,3023.436236660692
791.1366910705362,33461.998443276,0.09976991113468921,3778.7276132457805,0.050793614008865944,0.040241842740535126,0,False,False,False,False,True,0.0670169716211284,0.45,113.95749654939002
679.190166515724,73348.00503381708,0.3479067747126335,28878.01257021738,0.09429073308068657,0.2629905908886388,0,True,False,False,False,False,0.24452829282249716,0.45,3177.6710012558415
616.537344262646,44724.59500593859,0.3776635127643289,23228.768964415976,0.0951641047749988,0.41254977430119627,0,False,True,False,False,False,0.48968199437981336,0.45,5118.619461067407
729.3526947261913,58704.09730494602,0.24201762452407513,19407.561977581092,0.11180629722496639,0.15329497428090144,0,False,False,True,False,False,0.12122762930673475,0.45,1058.7297281245562
606.7493810017387,76184.96678291036,0.4888784115948039,5863.563192798455,0.16278980116733233,0.5129239342324088,1,False,True,False,False,False,0.5479801905072973,0.45,1445.9024139485732
692.5318157002853,53489.66586790119,0.15290812043971908,31163.201278836597,0.091772479015363,0.16299665250394862,0,True,False,False,False,False,0.20352235458889523,0.45,2854.083645358423
562.4197925672134,65386.11139425437,0.1242750143748216,18607.58992405706,0.06473109122877505,0.3467759654431044,0,False,False,False,False,True,0.5999013869597893,0.45,5023.223551539375
600.3088370660942,100157.32023036102,0.32693421822719665,10960.997971476543,0.07923277063424017,0.37321602565890916,0,True,False,False,False,False,0.5220341440546618,0.45,2574.9068373110886
691.8116741521474,60577.703261921284,0.4256517963134585,3000.0,0.026927722853326456,0.21531098043463182,1,False,False,True,False,False,0.2758230345202398,0.45,372.36109660232376
724.3079947997246,95892.30280162854,0.5020713229749443,24669.821139392367,0.05915860606732826,0.26625098523659047,0,False,False,False,True,False,0.1312542441359794,0.45,1457.108426979338
690.2820968713983,46757.32863355955,0.2449338884557272,46267.01916003693,0.06772152685660689,0.2100454501467456,1,False,False,False,False,True,0.1496411823477929,0.45,3115.5531528671613
673.0611030567055,88245.10444788207,0.42944170001175547,44935.11057457444,0.06427734806196223,0.3740634364428099,0,False,False,False,False,False,0.21676315081680386,0.45,4383.124267700807
661.9337782646427,111039.21551644751,0.2953789836599151,19514.844920964737,0.08457064616101166,0.2531220624068703,0,False,True,False,False,False,0.17680374427798592,0.45,1552.6339429638608
591.2886805779543,20000.0,0.27928472400710164,17773.455275658634,0.055327402028533985,0.36564211928855384,0,True,False,False,False,False,0.7235387275069853,0.45,5786.902446098564
636.8093474963175,55077.61861323808,0.40603919249840065,30625.291072900287,0.11363092001973414,0.3999076719961411,0,False,False,False,False,True,0.3695218012109548,0.45,5092.52072394055
652.3616737424128,89426.8031795135,0.3782787454096103,13019.374729740503,0.08000621194754592,0.2915831473216974,0,True,False,False,False,False,0.35611670252942723,0.45,2086.3875589875634
743.4273335731349,69923.86534892519,0.11083294116189008,28621.502797833593,0.07972099036584121,0.08852227153615234,0,False,False,False,False,True,0.06389074325288464,0.45,822.8920890456475
700.6170973741076,84278.64683428271,0.4771848419671075,34192.96334061628,0.07016315850461247,0.3077222281884169,0,False,False,True,False,False,0.13903922730935034,0.45,2139.373441033304
574.217590678236,59900.37033210449,0.4656109624976942,39723.19868661169,0.08465572051576938,0.6278608326775748,0,False,False,True,False,False,0.5866732208038347,0.45,10487.041611347311
699.4450381636877,77164.7446868225,0.22493247581885648,23798.151082240565,0.10475294794002904,0.19311756346428685,0,False,False,True,False,False,0.14053221226085022,0.45,1504.983068687346
656.895063175021,71108.06911519801,0.3474964240124891,22555.91499787641,0.05398609352867299,0.27038065743301937,0,True,False,False,False,False,0.3409682548242019,0.45,3460.8829377550333
639.3846799816424,104194.55154149518,0.35928362235392863,14464.208958921268,0.0602565053277423,0.3384462064847193,0,False,False,False,False,False,0.3776227066201679,0.45,2457.906181284389
716.7005773304521,81360.52108253032,0.33128085189886886,15077.43575152168,0.07088821913670006,0.1786729085385752,0,False,False,True,False,False,0.13215011629988896,0.45,896.6181996304622
741.8599713497571,83440.06655188005,0.23396338153854956,22282.25329718168,0.03962387229580355,0.10047145681546138,0,False,False,False,False,True,0.06995823940569068,0.45,701.4722447981145
735.8768071469719,64703.075846938314,0.21940519584743381,29408.38608179414,0.05542226420835507,0.13011929156293595,0,False,False,True,False,False,0.08602435730966491,0.45,1138.426880490376
629.6469486066417,62809.84439818766,0.29693351148102654,35963.01551479899,0.06571337379366024,0.3899873407510727,1,False,False,False,True,False,0.3945759410128727,0.45,6385.56330978556
661.4472574489271,64186.04530450948,0.44072748231112374,15361.852591835863,0.10623167542138182,0.35655677370152694,0,False,False,True,False,False,0.33428239042589725,0.45,2310.838562596121
699.8758058842138,84861.30355945742,0.36523201855133186,42912.26282751426,0.08787683987005776,0.2548472538502154,0,True,False,False,False,False,0.14143925134230415,0.45,2731.2652474775123
738.5327076273416,64475.387979493426,0.2555262801496673,21746.516787489174,0.08580769734102633,0.145340594728736,0,False,False,False,False,False,0.13662798822390132,0.45,1337.0322777983745
651.2495457292827,82244.37142241032,0.39260384527780134,24743.592467818766,0.10552693886503917,0.397242244202586,1,False,False,False,True,False,0.33534266745569785,0.45,3733.912035267777
668.860461400171,126885.01996613597,0.05,16033.45985022612,0.0758788463480181,0.1352128181202521,0,True,False,False,False,False,0.15676831780976783,0.45,1131.0923382256804
613.6199015596383,96778.11758579231,0.4378518840446524,3000.0,0.09171394549786668,0.39737194068005816,1,True,False,False,False,False,0.5432113862905207,0.45,733.3353714922029
608.2276025551597,66849.41169580397,0.09123434654662804,35608.544756332594,0.07690334741202512,0.27940907672483206,0,True,False,False,False,False,0.4185569042686848,0.45,6706.891016425566
728.7515493436518,105030.34805409862,0.2565070870316241,33842.1267651092,0.08796087048198885,0.14881267889512087,0,False,False,False,False,True,0.05862965135448709,0.45,892.8684419997188
761.3744017142494,64798.115674461216,0.16563961264486274,21624.06931458144,0.06251724027165254,0.07756843774312573,0,True,False,False,False,False,0.08186445266001365,0.45,796.6091694241827
675.67939270518,24046.886620553654,0.14463822291349132,25803.888606698463,0.02,0.14465423480639825,0,False,False,False,False,True,0.26255944794781655,0.45,3048.7746363667657
740.2119738735214,49797.842227064895,0.4392992144854223,31191.270612449192,0.07597162513441087,0.19091987434727758,0,True,False,False,False,False,0.14514776654396308,0.45,2037.3044692794085
701.698161502858,28230.201974353608,0.24387585584257304,6249.449717361488,0.12268244408299821,0.16427604515671007,0,False,True,False,False,False,0.25881947260330856,0.45,727.8656759587783
641.2928147236926,66212.16289896729,0.34158046580768586,18651.36787184446,0.10778646206724776,0.37775127453860474,0,False,False,False,True,False,0.42603002179650573,0.45,3575.719197439444
701.6837363305049,75460.4594797388,0.2943695305344979,34531.17615546192,0.10896192453773512,0.2211950045471093,1,False,True,False,False,False,0.1182962053810547,0.45,1838.2081979411562
772.2821939879582,116910.93280688206,0.35724489926677455,9948.526921969007,0.11708392165418653,0.11314887903182129,1,True,False,False,False,False,0.059703926916911856,0.45,267.2847559260755
677.8504376534029,83173.18434410407,0.3092186269272306,28522.69518599955,0.08265972772884313,0.28449932240314485,1,False,False,False,True,False,0.21816158143816483,0.45,2800.1503298953767
773.8786193488404,69522.4867797784,0.14604093309737165,8721.01834451914,0.08591947122216788,0.07736385515632029,0,False,False,False,True,False,0.07697745131910318,0.45,302.0947942807025
522.8152937546154,95735.13952958724,0.4195520183336568,30597.159789202316,0.0614704431369695,0.6923459957018808,0,False,False,False,False,False,0.7745647333377275,0.45,10664.766410856899
729.3141502625134,20000.0,0.24074921002064248,24572.302212430197,0.07051781431918851,0.13193101528370244,0,False,True,False,False,False,0.15136504526958178,0.45,1673.7244365430538
685.2228240942903,80890.36395271415,0.11321017216082987,5618.418209133886,0.09847313449313425,0.15218065715686077,1,False,False,False,False,False,0.25624403745149443,0.45,647.8587746997579
662.059558972048,94271.62984717418,0.24862618068409048,38976.87225348606,0.1161165331150645,0.3293973934716825,0,False,False,False,True,False,0.2008828327313213,0.45,3523.4030291792033
685.5056465921301,38035.34385550396,0.4800911748761173,16184.901078423412,0.07581661172957002,0.27577242736810975,1,False,False,False,False,True,0.30932801032996077,0.45,2252.899461589178
560.7458651239465,103593.85108017323,0.40202660905361914,15276.970755827431,0.06649432205445766,0.5744084255523568,0,False,False,False,True,False,0.6593805515688758,0.45,4533.001831475584
